uid,platform,source,rating,text,discovery_relevant,primary_theme,new_category_barrier,purchase_trigger,consideration_level,categories_mentioned,jtbd,external_platform,segment_signal,sentiment
youtube_GuPT-BDzsHU_870,general,youtube,,"Quick commerce have whole varuety of items that they can sell in future 
Whole electronics 
Appparel 
Coametics 
Etc etc and consistent revenue will come in next 10 years",False,other,none,unknown,unknown,"['electronics_accessories', 'fashion_apparel', 'beauty_skincare']",none,none,unknown,neutral
youtube_GuPT-BDzsHU_874,general,youtube,,Quick commerce is workable in India because our people are getting to lazy where i have seen in europe or US they travel even miles for buying grocery and they do not because of money but that give them a little workout and keep them away from screen time of mobiles and TV and other side they are calculative towards there calories. In India new zenz are getting more lazy and lazy that is hard to get any item by road. Here even people to get a item for more then 300 meter wants a bike or car but i have seen in foregin people easily travel 1 to 2 miles for there daily needs i was in singapore i used to travel 2 to 3 kms per day for daily needs not that we had no option of cabs but this helps to keep our body movable to match the speed of that country,False,other,none,unknown,unknown,['grocery_staples'],none,none,unknown,neutral
youtube_GuPT-BDzsHU_882,general,youtube,,"I think it will be very successful 
It is changing the habit of people going out for shopping for groceries 

Soon people will associate such products with being available on Swiggy zepto etc.

India s purchasing power is growing strong. Inflation will just lead to order size being effected",False,other,none,unknown,unknown,['grocery_staples'],none,none,unknown,positive
youtube_5zGXUB1Il6A_884,general,youtube,,"Watch the full episode - https://youtu.be/AdI_XWv-ZTk

https://youtu.be/wHQiewz8k9g",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_5zGXUB1Il6A_885,general,youtube,,Small suggestion to Nikhil's team... It's good to mention the name of the person (and company in brackets) to have a better idea of the person talking.,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_5zGXUB1Il6A_890,general,youtube,,"He will be surprised, we are were price conscious but we are reaching time consciousness to.",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_5zGXUB1Il6A_895,general,youtube,,Standard brands are the same across platforms right? Be it ecommerce or quick commerce or a retail store. So how does quality come to be questioned here?,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_5zGXUB1Il6A_896,general,youtube,,Poor quality products with high mrp nd low discount 😂,False,price_value,none,unknown,unknown,['other'],none,none,unknown,negative
youtube_5zGXUB1Il6A_899,general,youtube,,"I believe countries in Asia, Latin America, maybe Africa have a much better chance at excelling in quick-commerce compared to the West.

Sure population density is one reason.
The bigger reason is, even before quick-commerce, we were so used this notion of ""out of eggs? Let me get it from the local grocery store, which is hardly 10 minutes away""
So, we already have this habit of buying in smaller baskets and getting things on a small notice.

Compare that to the US. People would generally go to a Costco or Walmart and get 2 weeks stuff at one go.
The habits are completely different!!",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_5zGXUB1Il6A_905,general,youtube,,"I was in India last year and i noticed the quality of quick commerce products were not as good, i preferred going to ratnadeep rather than doing zepto or even D-mart. Quality is just bad on D-mart, Instamart, and zepto.",False,trust_quality,none,unknown,unknown,['grocery_staples'],none,offline,unknown,negative
youtube_5zGXUB1Il6A_907,general,youtube,,Poor quality muffled audio.,False,trust_quality,none,unknown,unknown,['electronics_accessories'],none,none,unknown,negative
youtube_5zGXUB1Il6A_908,general,youtube,,"Whoever the guy in white shirt
My kind request/suggestion to you.
Its ""Mumbai"" not Bombay next time onwards please take care of this",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_8zBUTla1f54_915,general,youtube,,"China not opening its market.  So, Amazon n Walmart realized that, India is our only big hope. They don't wanna miss India. Let's see",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_8zBUTla1f54_921,general,youtube,,"As suggest, Thanks for changing thumbnail title english to hindi as channel in Hindi language..  par kabhi kabhi Hinglish chalta hai
क्विक कॉमर्स की दौड aisa bhi chal sakta tha 😊",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_k3_B6TUANAI_935,general,youtube,,Iske uper details video,False,other,none,unknown,unknown,[],none,none,unknown,unknown
appstore_14248452858_1185,zepto,appstore,2.0,"Option when no app available 
Worst quality nd no customer support",False,app_ux,none,unknown,unknown,[],none,none,unknown,negative
appstore_14248450163_1186,zepto,appstore,1.0,"Zepto pathetic experience
I ordered fox nut and received bad quality of the product.i have raised support ticket for the same and the assigned customer support was not helping me out .on the other hand she misbehaved with me and don’t even try to listen my problem and abruptly cut my call. I have attached the proper evidence of the product. Order id is PQIGRJCCS29449R1
#Bycott #zepto",False,returns_support,none,replenishment,low,['snacks_beverages'],none,none,unknown,negative
appstore_14248061115_1188,zepto,appstore,2.0,"For 3 times have received expired products and bread received were stinking and oil packets were looking as if picked from roadside.

Inventory management is too bad.",False,trust_quality,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14247926729_1192,zepto,appstore,1.0,Be careful. They do not have any customer support in app. They will ask you to mail but they never refund or replace even if you provide pics of rotten or expired products. I m deleting the app. Order Id - RIOQRGGHO59002,False,returns_support,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14247411502_1195,zepto,appstore,1.0,"This has been the worst online shopping experience I’ve ever had. I ordered premium facial skincare products, and they arrived in an unacceptable condition with dirty and stained packaging. Instead of resolving the issue immediately, customer support made me spend a long time explaining everything and uploading multiple photos. They kept changing the resolution and finally asked me to try again later because the store was “unserviceable.” The next day, I had to start the complaint from scratch again. This is completely unacceptable. Zepto has very poor quality control and one of the worst customer support experiences I’ve had. I have completely lost trust in this platform and will never order from Zepto again. I cannot recommend this app to anyone, especially for skincare or personal care products.",True,returns_support,trust_quality,unknown,high,['beauty_skincare'],none,none,unknown,negative
playstore_38d3cfbc-8bc9-492f-adf7-e2aef049e979_1207,bigbasket,playstore,5.0,"Great Service, Much better than Blinkit",False,other,none,unknown,unknown,[],none,blinkit,unknown,positive
playstore_1f09c7e4-8302-440e-9ae0-abcd9159a0e7_1268,bigbasket,playstore,5.0,ontime quality delivery,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_8d0fd31a-3bdc-4cd2-879d-4977b7e3e75c_1282,bigbasket,playstore,1.0,"This is my first time using Bigbasket and my first two orders have been cancelled by you after reaching my location, which shows on your app, but actually, on the map, the delivery boy was far from my location. I also tried to call the rider, but was unable to reach them. Obviously I got my refund but that is not the concern. The thing is your service I urgently required those items and at last I ordered from my all-time app Blinkit. Please improve your service or rather don't accept the order.",False,delivery_ops,none,urgent_need,unknown,[],none,blinkit,new_user,negative
playstore_6f053209-a641-4e3e-80c6-aa846b2a217a_1289,bigbasket,playstore,1.0,"This is by far the worst experience I've had with BigBasket. I received an expired ice cream that smelled rotten the moment I opened it. Selling and delivering expired food is completely irresponsible, unacceptable, and a serious threat to customer health. This is not a small mistake—it is gross negligence and shows a complete failure in quality control. I trusted BigBasket to deliver safe products, but this experience has destroyed that trust. I expect an immediate refund, strict action against",False,trust_quality,none,replenishment,unknown,['snacks_beverages'],none,none,unknown,negative
playstore_07bfbada-d323-416c-a659-16988f17039a_1296,bigbasket,playstore,1.0,"third class service, I don't recommend anyone not to purchase any item from Bigbasket. they are making fool",False,other,none,unknown,unknown,[],none,none,unknown,negative
playstore_d5612152-f0fa-42b9-9498-32c89b2e5642_1303,bigbasket,playstore,1.0,my starting experience in this app is good but second time when I ordered something and pay online then the delivery boy said the scanner is expired and I pay for my order two times he said that money will came back within 24 hour but still 7 days is gone but there is no refund over all don't pay online because if you pay expired scanner then there is no chance to get your money back,False,returns_support,none,unknown,unknown,['other'],none,none,unknown,negative
playstore_777838bc-6817-4bda-9881-d9534247b4b9_1307,bigbasket,playstore,2.0,Surat Big Basket Is Risky. They sent me a Rotten Product and every time the return pick up is automatically rejected saying rejected by customer. Irresponsible pick up team. And why deliver a rotten product at all.? I am down rating due to this experience.,False,returns_support,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
playstore_49287b1f-5ef0-40cf-afd9-c17b8b894103_1319,bigbasket,playstore,1.0,The new combined app is bad. it's crowded and confusing. high chances of placing 10 minutes order even when we press bbdaily and select an item. the cart is set to default 10 minutes delivery. keep things separate even if it's the same app. second thing. bbwallet is a good feature for subscriptions. now then the regular order takes money from bbwallet without giving an option. so The money in wallet goes negative and the subscription fails.,False,app_ux,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
playstore_ff2f4a49-b3b9-4537-ac29-cfd18a3027d1_1333,bigbasket,playstore,1.0,"BigBasket has become the worst delivery app to use. Products arrive dusty, dirty, and in very bad condition. Milk and curd are either stale or already near expiry. Even delivery partner has cancelled the confirmed orders without any information. Who gave him the right to do that? This is pathetic and hopeless service.",False,delivery_ops,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
playstore_58e0c5bf-1b35-4e6b-8e79-5e4aad38e45f_1349,bigbasket,playstore,5.0,Good Quality and Good service,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_6fad55be-e65c-483b-92c2-9cda07e04039_1352,bigbasket,playstore,1.0,"One of the worst online shopping experiences I've had. BigBasket delivers defective products, and when you raise a complaint, they promise a refund only after pickup—but the pickup never happens, leaving you without a refund. Their customer support is equally disappointing. The agents are rude, unprofessional, and offer no real solution. I strongly recommend avoiding BigBasket if you want reliable service and hassle-free shopping.",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
playstore_4dd7f9fd-7306-4ec9-8e1b-657fb2dcc039_1362,bigbasket,playstore,1.0,Couldnot provide help rapidly vegetables of poor quality,False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
playstore_a1319d30-ca67-45b5-aa7e-1ed469aa8f95_1364,bigbasket,playstore,5.0,goog quality,False,other,none,unknown,unknown,[],none,none,unknown,positive
playstore_a241431a-8691-41b9-bf43-df657436a9c7_1409,bigbasket,playstore,1.0,"No one should trust this, it is a fraudulent service. I ordered Daawat Sona Masuri rice, but they sent me ration rice instead. When I tried to return it, the delivery person refused to accept the return, claiming that the packet had already been opened.. Without opening it, how can anyone know the quality of the rice?",False,returns_support,none,replenishment,unknown,['grocery_staples'],none,none,unknown,negative
